ch_id,ch_name,pmt,spe_mean,spe_width,chi2,dof,spe_mean_err,spe_width_err,HV
101,adc_b1_ch1,bt_p1,0.930999341046264,0.52234423135778,53.60031866822427,68,0.01823962281416396,0.021168384039512763,2100
102,adc_b1_ch2,bt_p2,0.9061144309318713,0.4617776976144435,66.29602489898402,53,0.03455011247029952,0.042789478293649034,1860
103,adc_b1_ch3,bt_p3,0.8392086048978025,0.3398753512192188,84.49608741840753,58,0.018679413129705003,0.01761820240451723,1830
104,adc_b1_ch4,bt_p4,1.0188792630445187,0.42511783018427507,47.72470235690043,58,0.0184596644210542,0.025327125459115245,2270
105,adc_b1_ch5,bt_p5,0.8571872578036189,0.40402261100427267,48.62118778258666,58,0.020398656771955126,0.020996707093063498,1790
106,adc_b1_ch6,bt_p6,0.8887604587687018,0.423961336910216,77.48254603037695,58,0.024184429298241848,0.02947753551399227,1680
107,adc_b1_ch7,bt_p7,0.9160206223663411,0.41292349294524283,77.1229007761785,58,0.02215856293714552,0.02773294986352273,2000
108,adc_b1_ch8,bt_p8,0.9788288742150533,0.5296641833435486,46.92967773305057,58,0.026633869289782033,0.04465712127070785,2000
109,adc_b1_ch9,bt_p9,1.0622450216959698,0.5042639665456297,110.67313860500005,78,0.018573250450457695,0.02022492729436909,2060
110,adc_b1_ch10,bt_p10,0.9606945708957306,0.4069806873158684,72.99321269025236,58,0.0133228977817036,0.016692594580165403,1820
111,adc_b1_ch11,bt_p11,0.953469399648617,0.4519869135885462,64.46046412834461,58,0.01907596671906501,0.02744356254954902,1880
112,adc_b1_ch12,bt_p12,0.998699359687559,0.42189473932283933,85.21362626942735,58,0.016038842953647936,0.021902338306289553,1800
113,adc_b1_ch13,bt_p13,0.8141626471664862,0.3736555631117919,47.601805015091784,52,0.022793705612449637,0.021712004786612928,1910
114,adc_b1_ch14,bt_p14,0.9639793641669059,0.4045104312696549,46.21694059855125,58,0.01590400272613474,0.020139153083742926,1900
115,adc_b1_ch15,bt_p15,0.8997711372254543,0.49814122660576676,98.82541634088292,58,0.02545056625662876,0.03562635970486876,1900
200,adc_b2_ch0,bt_p16,0.8689176918953643,0.4021417057742399,43.92648599670055,58,0.011072926030163788,0.011972725213517848,1760
201,adc_b2_ch1,bt_p17,0.744651528054722,0.3878118751866381,77.77035972798463,50,0.027298999026427382,0.02386957180304088,1920
202,adc_b2_ch2,bt_p18,0.9613804571132436,0.43218855288676633,69.0507491684706,58,0.020112207317617273,0.026682202530115405,2020
203,adc_b2_ch3,bt_p19,0.9845536254369123,0.3752057188709109,46.14988220442992,48,0.01899566740513329,0.02639854179309209,1830
204,adc_b2_ch4,bt_p20,0.8779618807231395,0.49402909155256375,54.24445334511033,53,0.020736346518388633,0.033108110030533607,2000
205,adc_b2_ch5,bt_p21,0.9593546464872158,0.4370851396310212,73.56670608646873,58,0.01363714958352692,0.018613983443758635,1910
206,adc_b2_ch6,bt_p22,1.0811756042179228,0.40014138935660676,71.04670090643727,75,0.0138092701538748,0.012939982578117322,1720
207,adc_b2_ch7,bt_p23,0.9120578139906804,0.4642266506169157,58.89260201475524,58,0.0234903178085353,0.033366406006887984,1830
208,adc_b2_ch8,bt_p24,1.0038087955997674,0.4976519462284548,92.78728738646,80,0.023992845505625814,0.022408190052051708,2200
209,adc_b2_ch9,bt_p25,0.9439793072840978,0.4759848589020427,74.32656231542582,58,0.016891215139460704,0.02433289019132777,1870
210,adc_b2_ch10,bt_p26,0.920857079458285,0.4352669750065193,53.134392717933345,50,0.01468685854202283,0.02197045436510221,1760
211,adc_b2_ch11,bt_p27,0.8814941988689673,0.35982655259818896,64.49108621650191,50,0.01459180955983555,0.017008421061773422,1750
212,adc_b2_ch12,bt_p28,0.9038759750911454,0.5039225869029393,50.702401627543466,48,0.02085505078317641,0.04152104301572381,1930
213,adc_b2_ch13,bt_p29,0.9658748506499785,0.38461861088704247,69.3950618375406,58,0.010523285026286513,0.012777422520694404,1870
214,adc_b2_ch14,bt_p30,0.9361066980340585,0.3754183810470807,50.98797693717995,48,0.010719403400376028,0.015420956682049965,1920
300,adc_b3_ch0,b1_p1,1.0365027412334809,0.4834112375941686,80.07942928107933,75,0.02147593970227282,0.020410990591323466,2010
301,adc_b3_ch1,b1_p2,1.003346285453529,0.5027419739212765,64.02865547939501,58,0.01802237540592276,0.029022338935208683,2160
302,adc_b3_ch2,b1_p3,1.0745972581402445,0.4442047678937763,87.21548797991835,58,0.014524658672640266,0.02002424441018318,2020
303,adc_b3_ch3,b1_p4,1.122665970717348,0.4988364992044246,84.30329385210304,63,0.0169212930819209,0.02482601563115448,1880
304,adc_b3_ch4,b2_p1,0.8829228832070578,0.3153935735170105,43.285966818962066,48,0.016371878470090483,0.017370582483437935,2140
305,adc_b3_ch5,b2_p2,1.052987244979396,0.4107148134404722,84.72267112615091,65,0.018405535221565544,0.02043336436492118,2120
306,adc_b3_ch6,b2_p3,0.9055079195409641,0.36925934500304397,73.36170804329298,58,0.013509463486925555,0.014976718364638953,1850
307,adc_b3_ch7,b2_p4,0.9378036044234743,0.3915659080596875,51.99182631869911,50,0.014796689530622296,0.020633869369788466,1780
308,adc_b3_ch8,b3_p1,0.9340173965792181,0.3660248239107404,83.96771289063642,58,0.013348941485363135,0.014775271723824222,1930
309,adc_b3_ch9,b3_p2,0.955373461852205,0.46789934878437833,82.56349332125922,58,0.017929220993096528,0.025800861341911334,1840
310,adc_b3_ch10,b3_p3,0.9938192172654324,0.45612315583309493,104.00962636798968,90,0.015646303986717482,0.012265951191857567,1990
311,adc_b3_ch11,b3_p4,1.0598940559154315,0.4613078354108722,57.345079019474234,60,0.01487328244806761,0.021297424640303788,1920
312,adc_b3_ch12,b4_p1,1.0054873131261053,0.3744675157021429,116.56921675514786,68,0.01880354761501037,0.014923801243553797,2000
313,adc_b3_ch13,b4_p2,0.9867068746417262,0.7698958048512115,57.41839669135769,73,0.06513896569531745,0.08292770126673032,1900
314,adc_b3_ch14,b4_p3,0.9750599129578622,0.37833387759343684,86.79518904282845,75,0.011032476467244635,0.00922262296582337,1930
315,adc_b3_ch15,b4_p4,0.9957494440693312,0.4006002303515753,62.640214410374114,70,0.012359595072158227,0.011890845129742719,2190
400,adc_b4_ch0,b5_p1,0.926400438499047,0.4625854067041459,84.50115358577982,60,0.034024769994908236,0.038994706408127966,1950
401,adc_b4_ch1,b5_p2,1.1989797468041412,0.4649350819212808,64.82346064634304,58,0.02430335054153851,0.03257739025569784,2130
402,adc_b4_ch2,b5_p3,1.5546581192880942,0.48441454775176435,76.06821164261318,63,0.032529388237228285,0.04108442365962277,1970
403,adc_b4_ch3,b6_p1,0.6513730564848745,1.2161113231479657,69.89332936777602,48,1.27589253214044,1.1901280760977169,1980
404,adc_b4_ch4,b6_p2,1.1861213503413277,0.43330278233875547,83.58951158525329,60,0.016407815690117046,0.02056433094280375,2160
405,adc_b4_ch5,b6_p3,1.2003131721235711,0.5396197780463697,74.88895531403068,55,0.02375395351924262,0.03910172250980539,2280
406,adc_b4_ch6,b7_p1,1.061754330744318,0.44977302749829107,69.31602689973397,68,0.021113227462017457,0.019303076911517045,1880
407,adc_b4_ch7,b7_p2,1.1677454368862086,0.4357585321121083,84.26307780733039,75,0.015081414184675651,0.01598491179450803,1910
408,adc_b4_ch8,b7_p3,1.4900774066184488,0.6881882935431973,85.54651469353612,63,0.053630477947976596,0.06901548069924066,1560
409,adc_b4_ch9,b8_p1,1.4053559962223396,0.7715938132818968,49.50944610182652,58,0.03630519515421557,0.08861896401986794,2240
410,adc_b4_ch10,b8_p2,1.603357005440831,0.7451454762978409,61.93418678412873,68,0.12933436190157324,0.14790914087807025,2400
411,adc_b4_ch11,b8_p3,1.7001804665029416,1.2301407640101412,80.48887571599987,63,0.2987481587206656,0.4007303458428653,1980
412,adc_b4_ch12,b9_p1,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
413,adc_b4_ch13,b9_p2,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
414,adc_b4_ch14,b9_p3,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
415,adc_b4_ch15,b9_p4,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
416,adc_b5_ch0,ho_p1,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
417,adc_b5_ch1,ho_p2,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
418,adc_b5_ch2,ho_p3,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
419,adc_b5_ch3,ho_p4,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
420,adc_b5_ch4,ho_p5,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
421,adc_b5_ch5,ho_p6,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
422,adc_b5_ch6,ho_p7,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
423,adc_b5_ch7,ho_p8,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
424,adc_b5_ch8,ho_p9,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
425,adc_b5_ch9,ho_p10,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
426,adc_b5_ch10,ho_p11,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
427,adc_b5_ch11,ho_p12,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
428,adc_b5_ch12,ho_p13,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
429,adc_b5_ch13,ho_p14,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
430,adc_b5_ch14,ho_p15,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
431,adc_b5_ch15,ho_p16,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
432,adc_b5_ch16,ho_p17,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
433,adc_b5_ch17,ho_p18,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
434,adc_b5_ch18,ho_p19,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
435,adc_b5_ch19,ho_p20,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
436,adc_b5_ch20,b9_p21,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
437,adc_b5_ch21,b9_p22,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
438,adc_b5_ch22,b9_p23,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
439,adc_b5_ch23,ho_p24,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
440,adc_b5_ch24,ho_p25,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
441,adc_b5_ch25,ho_p26,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
442,adc_b5_ch26,ho_p27,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
443,adc_b5_ch27,ho_p28,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
444,adc_b5_ch28,ho_p29,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
445,adc_b5_ch29,b9_p30,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
446,adc_b5_ch30,b9_p31,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
447,adc_b5_ch31,b9_p32,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
448,adc_b5_ch32,ho_p33,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
449,adc_b5_ch33,ho_p34,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
450,adc_b5_ch34,ho_p35,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
451,adc_b5_ch35,ho_p36,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
452,adc_b5_ch36,ho_p37,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
453,adc_b5_ch37,ho_p38,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
